OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.HOUR,OUTAGE.START.DATE,Week Day,Month Day,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION.MIN,OUTAGE.DURATION.HOUR,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND
883,2012,7,Delaware,DE,RFC,Northeast,0.1,normal,12,"Thursday, July 19, 2012",5, July 19,12:32:00 PM,"Thursday, July 19, 2012",12:33:00 PM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,13.32,10.1,8.89,11.3,577684,447083,259193,1283959,44.99240241,34.82066016,20.18701532,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
884,2012,3,Delaware,DE,RFC,Northeast,-0.4,normal,19,"Friday, March 23, 2012",6, March 23,7:34:00 PM,"Friday, March 23, 2012",7:34:00 PM,intentional attack,vandalism,NA,0,0,0,0,13.52,9.92,7.49,10.66,337619,320005,228089,885713,38.11832953,36.12964922,25.75202125,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
885,2011,9,Delaware,DE,RFC,Northeast,-0.8,cold,10,"Wednesday, September 21, 2011",4, September 21,10:30:00 AM,"Wednesday, September 21, 2011",10:30:00 AM,intentional attack,vandalism,NA,0,0,0,0,13.94,10.29,8.93,11.45,410857,391323,227709,1029890,39.89328957,37.99658216,22.11003117,398109,50369,1238,449716,88.5245,11.2002,0.2753,63603,47586,1.336590594,0.9,880,57741,1.524047038,0.4,907916,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
886,2011,9,Delaware,DE,RFC,Northeast,-0.8,cold,16,"Wednesday, September 28, 2011",4, September 28,4:41:00 PM,"Wednesday, September 28, 2011",4:41:00 PM,intentional attack,vandalism,NA,0,0,0,0,13.94,10.29,8.93,11.45,410857,391323,227709,1029890,39.89328957,37.99658216,22.11003117,398109,50369,1238,449716,88.5245,11.2002,0.2753,63603,47586,1.336590594,0.9,880,57741,1.524047038,0.4,907916,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
887,2013,8,Delaware,DE,RFC,Northeast,-0.3,normal,7,"Friday, August 23, 2013",6, August 23,7:30:00 AM,"Friday, August 23, 2013",7:31:00 AM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,12.61,10.24,8.42,10.8,431112,366914,242904,1040930,41.41604142,35.24867186,23.33528671,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
888,2000,NA,Delaware,DE,RFC,Northeast,NA,NA,NA,NA,NA,,NA,NA,NA,system operability disruption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335282,40616,553,377219,88.8826,10.7672,0.1466,64013,44745,1.430617946,2.1,1016,50338,2.018355914,0.4,786373,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
889,2012,4,Delaware,DE,RFC,Northeast,-0.4,normal,9,"Saturday, April 7, 2012",7, April 7,9:31:00 AM,"Saturday, April 7, 2012",9:32:00 AM,intentional attack,vandalism,NA,1,0.016666667,0,0,13.93,9.84,7.71,10.66,280221,311818,224491,816529,34.31856064,38.18823336,27.49332847,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
890,2012,3,Delaware,DE,RFC,Northeast,-0.4,normal,16,"Friday, March 16, 2012",6, March 16,4:00:00 PM,"Friday, March 16, 2012",4:00:00 PM,intentional attack,vandalism,NA,0,0,0,0,13.52,9.92,7.49,10.66,337619,320005,228089,885713,38.11832953,36.12964922,25.75202125,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
891,2013,5,Delaware,DE,RFC,Northeast,-0.2,normal,8,"Friday, May 17, 2013",6, May 17,8:35:00 AM,"Friday, May 17, 2013",8:36:00 AM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,14.21,10.5,8.49,11.15,282332,350320,240615,873267,32.33054724,40.11602408,27.55342868,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
892,2012,11,Delaware,DE,RFC,Northeast,0.1,normal,14,"Wednesday, November 21, 2012",4, November 21,2:50:00 PM,"Wednesday, November 21, 2012",2:51:00 PM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,13.63,10.48,8.38,11.13,354117,335696,243264,933076,37.95157093,35.97734804,26.0711882,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
893,2013,8,Delaware,DE,RFC,Northeast,-0.3,normal,12,"Thursday, August 22, 2013",5, August 22,12:55:00 PM,"Thursday, August 22, 2013",2:45:00 PM,intentional attack,vandalism,NA,110,1.833333333,NA,NA,12.61,10.24,8.42,10.8,431112,366914,242904,1040930,41.41604142,35.24867186,23.33528671,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
894,2012,10,Delaware,DE,RFC,Northeast,0.3,normal,18,"Thursday, October 25, 2012",5, October 25,6:51:00 PM,"Thursday, October 25, 2012",7:30:00 PM,intentional attack,vandalism,NA,39,0.65,0,0,14.53,10.36,8.4,10.96,243736,319938,265997,829672,29.37739251,38.56198594,32.06050102,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
895,2016,6,Delaware,DE,RFC,Northeast,0.1,normal,4,"Friday, June 17, 2016",6, June 17,4:30:00 AM,"Friday, June 17, 2016",4:31:00 AM,intentional attack,vandalism,NA,1,0.016666667,0,0,13.6,9.99,7.94,11.05,373268,375387,178420,927076,40.26293421,40.49150231,19.2454556,419234,53366,873,473473,88.5444,11.2712,0.1844,63578,50660,1.254994078,0.2,947,60570,1.563480271,0.4,952698,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
896,2012,11,Delaware,DE,RFC,Northeast,0.1,normal,12,"Monday, November 26, 2012",2, November 26,12:37:00 PM,"Monday, November 26, 2012",12:38:00 PM,intentional attack,vandalism,NA,1,0.016666667,0,0,13.63,10.48,8.38,11.13,354117,335696,243264,933076,37.95157093,35.97734804,26.0711882,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
897,2013,4,Delaware,DE,RFC,Northeast,-0.2,normal,11,"Tuesday, April 23, 2013",3, April 23,11:00:00 AM,"Tuesday, April 23, 2013",11:01:00 AM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,13.32,10.37,8.34,10.92,311196,306967,223056,841219,36.9934583,36.49073547,26.51580623,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
898,2013,6,Delaware,DE,RFC,Northeast,-0.2,normal,17,"Friday, June 28, 2013",6, June 28,5:14:00 PM,"Friday, June 28, 2013",5:15:00 PM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,13.12,10.16,8.49,10.89,361572,366354,223755,951681,37.99298294,38.49546224,23.51155482,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
899,2013,5,Delaware,DE,RFC,Northeast,-0.2,normal,14,"Wednesday, May 15, 2013",4, May 15,2:11:00 PM,"Wednesday, May 15, 2013",2:12:00 PM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,14.21,10.5,8.49,11.15,282332,350320,240615,873267,32.33054724,40.11602408,27.55342868,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
900,2012,4,Delaware,DE,RFC,Northeast,-0.4,normal,14,"Saturday, April 7, 2012",7, April 7,2:35:00 PM,"Saturday, April 7, 2012",2:36:00 PM,intentional attack,vandalism,NA,1,0.016666667,0,0,13.93,9.84,7.71,10.66,280221,311818,224491,816529,34.31856064,38.18823336,27.49332847,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
901,2016,7,Delaware,DE,RFC,Northeast,-0.3,normal,6,"Thursday, July 21, 2016",5, July 21,6:18:00 AM,"Thursday, July 21, 2016",2:45:00 PM,intentional attack,NA,NA,507,8.45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419234,53366,873,473473,88.5444,11.2712,0.1844,63578,50660,1.254994078,0.2,947,60570,1.563480271,0.4,952698,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
902,2016,1,Delaware,DE,RFC,Northeast,2.2,warm,8,"Thursday, January 14, 2016",5, January 14,8:27:00 AM,"Thursday, January 14, 2016",12:00:00 PM,intentional attack,vandalism,NA,213,3.55,0,0,13.16,10.08,8.44,11.27,448028,401263,130100,979391,45.74557046,40.97066442,13.28376512,419234,53366,873,473473,88.5444,11.2712,0.1844,63578,50660,1.254994078,0.2,947,60570,1.563480271,0.4,952698,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
903,2015,6,Delaware,DE,RFC,Northeast,1,warm,17,"Tuesday, June 23, 2015",3, June 23,5:06:00 PM,"Friday, June 26, 2015",4:00:00 PM,severe weather,NA,NA,4254,70.9,NA,65000,14.02,10.47,9.18,11.74,398143,383734,164517,946394,42.06947635,40.54696036,17.38356329,413445,52786,858,467089,88.5153,11.3011,0.1837,63463,49844,1.273232485,0.9,894,61186,1.461118557,0.4,945934,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
904,2013,6,Delaware,DE,RFC,Northeast,-0.2,normal,23,"Friday, June 21, 2013",6, June 21,11:14:00 PM,"Friday, June 21, 2013",11:15:00 PM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,13.12,10.16,8.49,10.89,361572,366354,223755,951681,37.99298294,38.49546224,23.51155482,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
905,2013,11,Delaware,DE,RFC,Northeast,-0.3,normal,13,"Friday, November 1, 2013",6, November 1,1:26:00 PM,"Friday, November 1, 2013",1:27:00 PM,intentional attack,vandalism,NA,1,0.016666667,NA,NA,13.36,10.32,8.36,11.03,319507,330689,192595,842791,37.91058519,39.23736727,22.85204754,403519,51673,848,456040,88.4832,11.3308,0.1859,61004,48396,1.260517398,-2.1,788,56443,1.396098719,0.4,925353,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
906,2014,1,Delaware,DE,RFC,Northeast,-0.5,cold,19,"Monday, January 6, 2014",2, January 6,7:52:00 PM,"Monday, January 6, 2014",8:45:00 PM,severe weather,winter,NA,53,0.883333333,NA,NA,12.4,10.83,10.53,11.54,517904,370400,182849,1071153,48.35014232,34.57956053,17.07029715,407508,52203,862,460573,88.4785,11.3344,0.1872,62904,49091,1.281375405,3.1,775,58854,1.316817888,0.4,935968,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
907,2011,1,Delaware,DE,RFC,Northeast,-1.3,cold,9,"Thursday, January 27, 2011",5, January 27,9:30:00 AM,"Thursday, January 27, 2011",9:30:00 AM,intentional attack,vandalism,NA,0,0,0,0,12.9,10.94,9.83,11.66,521678,373553,202477,1097708,47.52429608,34.03027035,18.44543358,398109,50369,1238,449716,88.5245,11.2002,0.2753,63603,47586,1.336590594,0.9,880,57741,1.524047038,0.4,907916,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
908,2012,1,Delaware,DE,RFC,Northeast,-0.7,cold,8,"Thursday, January 12, 2012",5, January 12,8:26:00 AM,"Thursday, January 12, 2012",8:26:00 AM,intentional attack,vandalism,NA,0,0,0,0,13.03,9.77,7.96,10.78,427288,346046,216863,990197,43.15181726,34.94718728,21.90099546,399998,51056,854,451908,88.5131,11.2979,0.189,62327,48156,1.29427278,-2,775,57146,1.35617541,0.4,917099,83.3,14.59,1838.3,1083,97.3,20.88,6.21,78.30453998,21.69546002,3.656086782
909,2014,3,Iowa,IA,MRO,East North Central,-0.4,normal,12,"Friday, March 14, 2014",6, March 14,12:34:00 PM,"Friday, March 14, 2014",4:45:00 PM,intentional attack,vandalism,NA,251,4.183333333,NA,NA,10.77,8.52,5.8,8.13,1278802,1022357,1615868,3917027,32.64726028,26.10033068,41.25240903,1348641,224187,7399,1580227,85.3448,14.187,0.4682,49397,49091,1.006233322,2.3,2617,153482,1.705085938,1,3109481,64.02,22.36,2045.8,1834.5,20,1.71,0.66,99.26074672,0.739253283,0.739253283
910,2007,2,Iowa,IA,MRO,East North Central,0.4,normal,18,"Saturday, February 24, 2007",7, February 24,6:00:00 PM,"Saturday, February 24, 2007",11:47:00 PM,severe weather,winter storm,NA,347,5.783333333,400,140000,8.57,6.67,4.59,6.56,1271293,965654,1353583,3590530,35.40683409,26.89446962,37.69869629,1323176,209108,5941,1538225,86.0197,13.5941,0.3862,47406,49126,0.96498799,3,2503,142181,1.760432125,1.1,2999212,64.02,22.36,2045.8,1834.5,20,1.71,0.66,99.26074672,0.739253283,0.739253283
911,2013,1,Iowa,IA,MRO,East North Central,-0.4,normal,7,"Wednesday, January 16, 2013",4, January 16,7:41:00 AM,"Thursday, January 17, 2013",10:58:00 AM,intentional attack,NA,NA,1637,27.28333333,NA,NA,10.02,7.86,5.38,7.73,1534926,1050162,1547896,4132984,37.13844525,25.40929266,37.45226209,1341807,222065,8412,1572284,85.3413,14.1237,0.535,48285,48396,0.997706422,0.1,2714,149313,1.817658208,0.9,3092224,64.02,22.36,2045.8,1834.5,20,1.71,0.66,99.26074672,0.739253283,0.739253283
912,2014,3,Iowa,IA,MRO,East North Central,-0.4,normal,16,"Wednesday, March 26, 2014",4, March 26,4:00:00 PM,"Thursday, April 10, 2014",12:00:00 PM,intentional attack,NA,NA,21360,356,NA,NA,10.77,8.52,5.8,8.13,1278802,1022357,1615868,3917027,32.64726028,26.10033068,41.25240903,1348641,224187,7399,1580227,85.3448,14.187,0.4682,49397,49091,1.006233322,2.3,2617,153482,1.705085938,1,3109481,64.02,22.36,2045.8,1834.5,20,1.71,0.66,99.26074672,0.739253283,0.739253283
913,2012,4,Iowa,IA,MRO,East North Central,-0.4,normal,20,"Sunday, April 1, 2012",1, April 1,8:27:00 PM,"Tuesday, April 3, 2012",8:28:00 AM,intentional attack,vandalism,NA,2161,36.01666667,0,0,11.23,7.79,5.13,7.46,878660,906053,1546152,3330865,26.3793339,27.20173288,46.41893322,1334596,221154,7255,1563005,85.3865,14.1493,0.4642,48254,48156,1.002035053,3.3,2754,148427,1.855457565,1,3076636,64.02,22.36,2045.8,1834.5,20,1.71,0.66,99.26074672,0.739253283,0.739253283
914,2014,3,Iowa,IA,MRO,East North Central,-0.4,normal,0,"Tuesday, March 11, 2014",3, March 11,12:00:00 AM,"Thursday, March 13, 2014",12:00:00 AM,intentional attack,NA,NA,2880,48,NA,NA,10.77,8.52,5.8,8.13,1278802,1022357,1615868,3917027,32.64726028,26.10033068,41.25240903,1348641,224187,7399,1580227,85.3448,14.187,0.4682,49397,49091,1.006233322,2.3,2617,153482,1.705085938,1,3109481,64.02,22.36,2045.8,1834.5,20,1.71,0.66,99.26074672,0.739253283,0.739253283
915,2007,2,Iowa,IA,RFC,East North Central,0.4,normal,19,"Saturday, February 24, 2007",7, February 24,7:23:00 PM,"Sunday, February 25, 2007",12:47:00 PM,severe weather,winter storm,NA,1044,17.4,750,215000,8.57,6.67,4.59,6.56,1271293,965654,1353583,3590530,35.40683409,26.89446962,37.69869629,1323176,209108,5941,1538225,86.0197,13.5941,0.3862,47406,49126,0.96498799,3,2503,142181,1.760432125,1.1,2999212,64.02,22.36,2045.8,1834.5,20,1.71,0.66,99.26074672,0.739253283,0.739253283
916,2008,6,Iowa,IA,RFC,East North Central,-0.5,cold,15,"Thursday, June 12, 2008",5, June 12,3:30:00 PM,"Wednesday, June 18, 2008",4:00:00 PM,severe weather,flooding,NA,8670,144.5,200,21000,10.27,7.59,5.03,7.24,1047510,1017621,1598834,3663965,28.58951982,27.77376421,43.63671596,1325990,211241,6187,1543418,85.9126,13.6866,0.4009,46097,48401,0.952397678,-2.8,2558,139062,1.839467288,1,3016734,64.02,22.36,2045.8,1834.5,20,1.71,0.66,99.26074672,0.739253283,0.739253283
917,2014,3,Montana,MT,WECC,West North Central,-0.4,normal,13,"Wednesday, March 26, 2014",4, March 26,1:37:00 PM,"Wednesday, March 26, 2014",2:33:00 PM,islanding,NA,NA,56,0.933333333,NA,NA,9.82,9.5,5.82,8.7,506153,422277,314096,1242527,40.73577476,33.98533794,25.27880682,485041,103132,9597,597770,81.1417,17.2528,1.6055,38820,49091,0.790776313,1.1,965,39735,2.428589405,0.5,1023252,55.89,29.4,1860.8,1732.4,3,0.2,0.12,98.98394995,1.016050054,1.016050054
918,2013,6,Montana,MT,WECC,West North Central,-0.2,normal,16,"Saturday, June 22, 2013",7, June 22,4:12:00 PM,"Saturday, June 22, 2013",5:45:00 PM,intentional attack,NA,NA,93,1.55,NA,NA,11,9.79,5.68,8.75,308546,391992,358911,1059449,29.1232518,36.99961017,33.87713802,477266,101216,8692,587174,81.2819,17.2378,1.4803,38395,48396,0.79335069,0.2,1009,38965,2.5895034,0.5,1014402,55.89,29.4,1860.8,1732.4,3,0.2,0.12,98.98394995,1.016050054,1.016050054
919,2010,6,Montana,MT,MRO,West North Central,-0.4,normal,10,"Thursday, June 17, 2010",5, June 17,10:49:00 AM,"Thursday, June 17, 2010",11:02:00 AM,islanding,NA,NA,13,0.216666667,NA,NA,9.42,8.48,5.32,7.68,316235,372917,361624,1050775,30.09540577,35.48970998,34.41497942,467878,101129,5218,574225,81.4799,17.6114,0.9087,37156,47287,0.78575507,2.7,1020,36806,2.77128729,0.5,990643,55.89,29.4,1860.8,1732.4,3,0.2,0.12,98.98394995,1.016050054,1.016050054
920,2003,4,New York,NY,NPCC,Northeast,0,normal,3,"Friday, April 4, 2003",6, April 4,3:11:00 AM,"Saturday, April 5, 2003",2:00:00 PM,severe weather,storm,NA,2089,34.81666667,225,160000,14.55,12.97,7.59,12.51,3437483,5400680,1801824,10846529,31.69200949,49.79178132,16.61198712,6875329,977887,23625,7876995,87.2837,12.4145,0.2999,54161,45858,1.181058921,0,19621,1038596,1.889185015,8,19175939,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
921,2012,10,New York,NY,NPCC,Northeast,0.3,normal,13,"Monday, October 29, 2012",2, October 29,1:00:00 PM,"Monday, November 12, 2012",2:00:00 PM,severe weather,hurricanes,Sandy,20280,338,NA,632816,18.44,15.14,6.09,15.21,3599866,6140382,1201150,11163410,32.24701055,55.00453714,10.75970514,7010740,1038268,8144,8057158,87.0126,12.8863,0.1011,62777,48156,1.30361741,2.4,19591,1230882,1.591622918,7.3,19606981,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
922,2012,10,New York,NY,NPCC,Northeast,0.3,normal,16,"Monday, October 29, 2012",2, October 29,4:01:00 PM,"Thursday, November 8, 2012",7:00:00 PM,severe weather,hurricanes,Sandy,14639,243.9833333,NA,818000,18.44,15.14,6.09,15.21,3599866,6140382,1201150,11163410,32.24701055,55.00453714,10.75970514,7010740,1038268,8144,8057158,87.0126,12.8863,0.1011,62777,48156,1.30361741,2.4,19591,1230882,1.591622918,7.3,19606981,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
923,2011,8,New York,NY,NPCC,Northeast,-0.6,cold,5,"Sunday, August 28, 2011",1, August 28,5:00:00 AM,"Tuesday, August 30, 2011",5:00:00 AM,severe weather,NA,NA,2880,48,NA,152261,19.25,17.05,8.36,17.11,5406845,7322466,1195400,14159584,38.18505544,51.71384979,8.442338419,6987631,1035992,8222,8031854,86.999,12.8985,0.1024,61290,47586,1.287983861,-0.3,19725,1196493,1.64856794,7.4,19523202,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
924,2000,5,New York,NY,NPCC,Northeast,-0.7,cold,11,"Tuesday, May 9, 2000",3, May 9,11:39:00 AM,"Tuesday, May 9, 2000",11:00:00 PM,system operability disruption,NA,NA,681,11.35,NA,NA,13.54,11.09,5.26,10.54,3148177,5029288,2109514,11299044,27.86233065,44.51073914,18.66984499,6710008,881118,8718,7634656,87.8888,11.541,0.1142,53046,44745,1.185517935,2.4,22446,1007960,2.226874082,7.6,19001780,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
925,2001,6,New York,NY,NPCC,Northeast,-0.1,normal,13,"Monday, June 25, 2001",2, June 25,1:25:00 PM,"Monday, June 25, 2001",9:39:00 PM,equipment failure,feeder shutdown,NA,494,8.233333333,NA,NA,14.41,12.72,5.48,11.46,3468904,5232500,2357077,12201514,28.43011121,42.88402243,19.31790596,7498723,1035608,14695,8599372,87.2008,12.0428,0.1709,54402,44719,1.216529887,2.6,19923,1038147,1.919092383,7.4,19082838,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
926,2011,8,New York,NY,NPCC,Northeast,-0.6,cold,12,"Sunday, August 28, 2011",1, August 28,12:30:00 PM,"Sunday, August 28, 2011",12:31:00 PM,severe weather,NA,NA,1,0.016666667,NA,116000,19.25,17.05,8.36,17.11,5406845,7322466,1195400,14159584,38.18505544,51.71384979,8.442338419,6987631,1035992,8222,8031854,86.999,12.8985,0.1024,61290,47586,1.287983861,-0.3,19725,1196493,1.64856794,7.4,19523202,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
927,2011,10,New York,NY,NPCC,Northeast,-0.9,cold,15,"Saturday, October 29, 2011",7, October 29,3:00:00 PM,"Wednesday, November 2, 2011",8:15:00 AM,severe weather,NA,NA,5355,89.25,NA,145000,18.78,15.71,7.4,15.79,3743979,6192300,1175022,11361905,32.95203577,54.5005437,10.34176927,6987631,1035992,8222,8031854,86.999,12.8985,0.1024,61290,47586,1.287983861,-0.3,19725,1196493,1.64856794,7.4,19523202,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
928,2011,5,New York,NY,NPCC,Northeast,-0.4,normal,19,"Sunday, May 8, 2011",1, May 8,7:35:00 PM,"Sunday, May 8, 2011",7:35:00 PM,intentional attack,vandalism,NA,0,0,NA,0,18.3,15.58,7.65,15.65,3557054,5821564,1082880,10689332,33.27667248,54.46143875,10.13047401,6987631,1035992,8222,8031854,86.999,12.8985,0.1024,61290,47586,1.287983861,-0.3,19725,1196493,1.64856794,7.4,19523202,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
929,2013,12,New York,NY,NPCC,Northeast,-0.3,normal,6,"Sunday, December 22, 2013",1, December 22,6:16:00 AM,"Tuesday, December 24, 2013",11:59:00 PM,severe weather,snow/ice ,NA,3943,65.71666667,NA,59000,18.18,14.45,5.97,14.74,4407304,6280512,1460222,12405870,35.52595666,50.62532495,11.77041191,7027866,1040398,7960,8076230,87.0191,12.8822,0.0986,62610,48396,1.293701959,-0.3,19081,1233138,1.547353175,7.1,19691032,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
930,2007,7,New York,NY,NPCC,Northeast,-0.4,normal,11,"Tuesday, July 10, 2007",3, July 10,11:00:00 AM,"Thursday, July 12, 2007",6:00:00 PM,severe weather,storm,NA,3300,55,650,3.00E+05,17.27,16.95,9.18,15.98,5062429,6865961,1788516,13993053,36.17815926,49.06692628,12.78145663,6933304,1016069,12834,7962235,87.0774,12.7611,0.1612,60291,49126,1.227272727,0.2,19772,1153500,1.71408756,7.7,19132335,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
931,2016,5,New York,NY,NPCC,Northeast,0.6,warm,21,"Thursday, May 26, 2016",5, May 26,9:29:00 PM,"Friday, May 27, 2016",12:40:00 AM,system operability disruption,transmission interruption,NA,191,3.183333333,82,56645,17.73,13.59,5.76,13.8,3317991,5736290,1407537,10674899,31.08217698,53.73624612,13.18548307,7118901,1072896,7646,8199451,86.8217,13.085,0.0933,64522,50660,1.273628109,0.9,18427,1279883,1.439740976,7,19836286,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.38254972,13.61745028,3.645861974
